"protein_id"	"protein_mw"	"protein_concentration"
"Q8TCU6"	186203	6919.68140119951
"Q8TCX1"	39625	7134.41114010408
"Q8TCY9"	104987	9486.40535276018
"Q8TCZ2"	27986	36706.2978975602
"Q8TD06"	19171	11084.305513897
"Q8TD43"	134301	25704.5227612264
"Q8TD55"	53350	79269.8946511306
"Q8TDB6"	83554	34051.6734434447
"Q8TDH9"	21609	20046.9387592427
"Q8TDJ6"	339641	26207.3130954057
"Q8TDM6"	213868	10278.3476118228
"Q8TDN4"	67599	11856.4457263142
"Q8TDQ1"	32335	26471.1561765522
"Q8TDQ7"	31085	37110.3211390052
"Q8TDW0"	92450	8622.29412872054
"Q8TDX7"	34551	28384.1759464528
"Q8TDY2"	183091	53904.4364438113
"Q8TDZ2"	117875	23239.5536442675
"Q8TE02"	34841	18109.1019006593
"Q8TE04"	64339	15805.8317421219
"Q8TE68"	80251	62916.5678839056
"Q8TE77"	72996	9342.2680915058
"Q8TEA1"	51770	24859.816716133
"Q8TEA7"	100679	8594.70476216575
"Q8TEB1"	61670	14501.9769835112
"Q8TED0"	58415	37865.8304630705
"Q8TEH3"	110577	22036.5812375704
"Q8TEQ8"	118699	18773.2651922608
"Q8TER5"	164658	24836.1665991026
"Q8TEU7"	179423	15160.9867555125
"Q8TF01"	92577	18139.4683774045
"Q8TF42"	72696	6481.76108714628
"Q8TF71"	55493	9155.6001407239
"Q8TF72"	216857	37061.1713990144
"Q8TF74"	46289	20786.4883054873
"Q8WTS6"	40721	44341.0044654205
"Q8WTT2"	92548	19711.0146373637
"Q8WTW4"	43658	15184.5681834966
"Q8WU10"	55793	10021.4803008197
"Q8WU39"	20694	27993.1699479934
"Q8WU67"	46009	46216.2323139107
"Q8WU76"	75127	29660.5100510334
"Q8WUA4"	100680	26665.8945625746
"Q8WUA7"	59121	30138.3728425795
"Q8WUB8"	56051	9280.1083721564
"Q8WUD1"	24214	9365.38274558626
"Q8WUD4"	19181	30984.9095042063
"Q8WUD6"	45097	23647.4331678874
"Q8WUF5"	89091	45068.6702420391
"Q8WUF8"	47972	27488.3514096821
"Q8WUH1"	16111	43639.0783696955
"Q8WUH2"	97158	4738.48910848196
"Q8WUH6"	11748	35239.5693508396
"Q8WUI4"	102927	37876.2383386025
"Q8WUJ3"	152998	15751.8962855804
"Q8WUK0"	22844	16987.2969401022
"Q8WUP2"	40670	36495.9235714805
"Q8WUQ7"	88702	20952.2715618977
"Q8WUR7"	16353	27745.9637735481
"Q8WUX2"	20875	37487.3670336071
"Q8WUY3"	340635	8172.3166596402
"Q8WUY9"	61771	19547.4787230653
"Q8WUZ0"	23468	10619.9042764269
"Q8WV19"	17804	25514.826575231
"Q8WV22"	30855	7466.94357604946
"Q8WV74"	25370	8184.6491692629
"Q8WV92"	29314	14979.9062487509
"Q8WV93"	54845	10631.812822096
"Q8WV99"	28023	10312.017584035
"Q8WVB3"	53790	6205.18803080562
"Q8WVB6"	107383	10601.9466285336
"Q8WVC0"	75404	34213.9654508214
"Q8WVD5"	25535	73889.4562698259
"Q8WVE0"	24506	25597.8350587463
"Q8WVF1"	44586	6380.7213512336
"Q8WVI0"	8696	11831.3543915214
"Q8WVL7"	27290	10689.7525021157
"Q8WVM0"	39543	13437.5441970715
"Q8WVM7"	144427	6327.07865439764
"Q8WVQ1"	44840	19984.8380183078
"Q8WVT3"	79375	45827.8650192054
"Q8WVV4"	68065	13523.429429193
"Q8WVZ9"	77163	7426.23043568014
"Q8WW01"	18641	13196.716573795
"Q8WW22"	44798	27842.8809212047
"Q8WW33"	19266	7639.30260195439
"Q8WW59"	23129	59921.8875399814
"Q8WWK9"	76987	29851.0116951272
"Q8WWM9"	21405	178816.679539967
"Q8WWQ0"	206689	16354.7119902963
"Q8WWW0"	47090	4975.18884871168
"Q8WWX9"	16232	7451.63700833789
"Q8WXA3"	75055	11377.5976158634
"Q8WXE1"	85838	5515.56997201749
"Q8WXE9"	101165	16619.6315256345
"Q8WXG6"	183303	11087.7872906586
"Q8WXH0"	796442	34407.1511947911
"Q8WXI4"	68492	45347.8671183783
"Q8WXW3"	89805	23056.7803059319
"Q8WY54"	85002	20944.1834864549
"Q8WY91"	62890	22211.8896410773
"Q8WYJ6"	41971	69550.8759805006
"Q8WYL5"	115511	38124.8088100708
"Q8WYN0"	45378	6209.94451407905
"Q8WYP5"	252498	55296.0661803185
"Q8WYQ3"	14149	6146.96815074574
"Q8WYQ5"	86045	17044.3844325128
"Q8WZ42"	3816030	5817.82609047756
"Q92466"	47864	25037.1568090959
"Q92503"	81250	28080.2254539078
"Q92504"	50118	17962.491678009
"Q92508"	286790	19892.621356921
"Q92526"	57821	80854.3628358
"Q92536"	56828	19678.6142205881
"Q92540"	127282	13843.0271249576
"Q92545"	205138	8006.47842797273
"Q92547"	170679	31512.5685997333
"Q92551"	50236	11713.2452817719
"Q92558"	61652	28197.7886435844
"Q92560"	80362	14674.5797496969
"Q92562"	103635	27333.9479891863
"Q92567"	26184	6668.71513336572
"Q92569"	54448	34784.8091645503
"Q92574"	129767	29389.5974306306
"Q92576"	229481	147581.500472921
"Q92581"	74162	13831.8676409956
"Q92585"	108054	6924.6648801677
"Q92604"	43089	24174.5674521189
"Q92608"	211948	15874.171890314
"Q92610"	137528	7624.83440825366
"Q92611"	73768	14790.8092713033
"Q92618"	124289	9430.10761935419
"Q92619"	124614	17617.3875884843
"Q92623"	24379	7958.4060990625
"Q92625"	123108	37587.4659898632
"Q92626"	165275	37446.0629850495
"Q92630"	66652	5780.29063278467
"Q92673"	248426	18670.645362897
"Q92685"	50126	13147.6807976729
"Q92686"	7618	7208.6319811307
"Q92733"	52418	36895.8784476631
"Q92754"	49177	21201.9121756928
"Q92785"	44155	25607.8991303229
"Q92791"	50381	26137.36545236
"Q92793"	265351	8980.33785319559
"Q92794"	225028	8490.26573100766
"Q92796"	90314	6489.08403173979
"Q92804"	61830	8341.59814484996
"Q92805"	88184	31282.3659096796
"Q92817"	231604	30459.4133070123
"Q92828"	59763	6635.13768005731
"Q92835"	133292	36804.8691340914
"Q92844"	47816	14305.0232824185
"Q92845"	91205	21213.9459855566
"Q92851"	58951	41567.8751280651
"Q92871"	29747	17120.4787710448
"Q92882"	23787	48560.4009064617
"Q92889"	104486	19877.3751506429
"Q92901"	46296	24272.5785754717
"Q92922"	122867	46972.1966516969
"Q92925"	58921	31073.8265311742
"Q92934"	18392	23391.3924415427
"Q92954"	151077	16441.1926859528
"Q92968"	44130	16826.0427513224
"Q92985"	54278	23905.9284819891
"Q92989"	47646	15281.977134972
"Q92995"	97327	36268.4501051383
"Q92997"	78055	10992.5611259715
"Q93015"	31445	42515.5332658264
"Q93062"	21802	16188.2010246478
"Q93074"	243081	16476.797253722
"Q93084"	113977	39328.0546528207
"Q93088"	44998	73102.9587794276
"Q93091"	17196	9001.9389374744
"Q93096"	19815	7470.86164310042
"Q93099"	49964	5495.02305985765
"Q93100"	124884	53666.2450851295
"Q969E2"	25728	21591.66744747
"Q969E4"	22502	5538.34623110801
"Q969F1"	24049	4156.81476034748
"Q969G5"	27701	84851.8999481016
"Q969G6"	17623	22926.3275369431
"Q969H6"	18820	6633.07459351188
"Q969J3"	22222	26471.9250040198
"Q969K7"	23772	9135.52967279291
"Q969L2"	19125	20224.7732071912
"Q969M7"	21077	15896.8654643037
"Q969P0"	65034	58914.9958794738
"Q969Q0"	12469	29784.883032395
"Q969Q5"	23124	25029.626709205
"Q969R2"	101266	20466.9156361897
"Q969R8"	49313	13314.119898302
"Q969S9"	86601	68288.3169179775
"Q969T3"	41365	16370.4367595831
"Q969T4"	22913	10938.0399649881
"Q969T7"	34389	37890.6254809322
"Q969V5"	39800	18548.8644678122
"Q969V6"	98919	19178.2442345506
"Q969X0"	23986	5302.8509864852
"Q969X6"	76890	4765.95678367698
"Q969Z3"	38023	24729.3696653043
"Q96A54"	42616	11342.0900141954
"Q96A57"	13188	44457.5614882868
"Q96A73"	33247	9226.42820941184
"Q96AA3"	60335	35056.7364695596
"Q96AB6"	34677	9489.25854668512
"Q96AE7"	129558	24971.7695246854
"Q96AH8"	22511	15368.3371280116
"Q96AJ9"	25218	15012.5655067902
"Q96AP0"	57733	50269.5932439296
"Q96AQ6"	80643	25173.8322959196
"Q96AQ8"	39694	23374.0438934893
"Q96AT1"	17465	19424.3299349742
"Q96AT9"	24928	30304.0476885447
"Q96AX1"	67611	25341.0945323523
"Q96AY4"	270884	11102.2791189614
"Q96B01"	38457	13204.2674484438
"Q96B23"	43324	19394.1686128204
"Q96B45"	11564	25523.2050117141
"Q96B49"	8002	28295.4427090823
"Q96B97"	73126	25396.7952530054
"Q96BD8"	29484	17415.5595438833
"Q96BH1"	51219	3717.44804881793
"Q96BI1"	44846	10527.348175873
"Q96BI3"	28996	18077.2717549251
"Q96BJ8"	81467	11997.2849207494
"Q96BK5"	37035	12939.9948353722
"Q96BM9"	21416	34686.408827277
"Q96BN2"	37382	11361.4351792413
"Q96BQ1"	24963	45577.5524319961
"Q96BQ5"	30834	33188.63213961
"Q96BR1"	57108	13811.6810614528
"Q96BW1"	33786	10399.5415944457
"Q96BW5"	39018	43929.7537898652
"Q96BW9"	51067	15597.7578878106
"Q96BX8"	25464	22218.6791646812
"Q96BY6"	249531	80146.1325485681
"Q96BY7"	232763	18511.2111921524
"Q96C11"	59993	21037.245598059
"Q96C24"	76024	7363.10287363797
"Q96C57"	28171	49132.1047927349
"Q96C92"	47961	1901.92548692159
"Q96CB8"	48808	50954.2365744639
"Q96CB9"	43089	20260.5618022396
"Q96CD0"	40516	9997.82660836692
"Q96CF2"	26411	16813.0189966737
"Q96CG8"	26224	78729.2906012287
"Q96CM3"	42205	21372.1463928305
"Q96CN9"	87811	42966.7761036738
"Q96CP2"	14564	32698.5701895596
"Q96CP7"	28548	12158.7902897057
"Q96CS2"	31863	24033.131553496
"Q96CU9"	53812	21262.8721058394
"Q96CW6"	35028	16368.4289839644
"Q96D05"	13238	10354.8223403096
"Q96D09"	93773	2991.21231705343
"Q96D15"	37493	30106.9079121836
"Q96DC9"	27213	8789.06184093142
"Q96DE0"	21273	40409.6142158939
"Q96DE5"	11667	78494.5129203543
"Q96DH6"	35197	24754.5156553764
"Q96DI7"	39311	34994.1449733968
"Q96DM3"	74975	19767.8965686211
"Q96DP5"	43832	4103.5406199204
"Q96DR8"	9039	29997.490464739
"Q96DT6"	52497	11767.2430567087
"Q96DU7"	75207	8024.8525572376
"Q96DZ1"	54858	24285.5524087002
"Q96E14"	15865	5851.25441992555
"Q96E29"	47971	6177.05104757764
"Q96E39"	42142	60911.4096181065
"Q96E52"	60120	4128.14273007182
"Q96EA4"	70172	32806.84912062
"Q96EB1"	46588	16137.9298429568
"Q96EC8"	26256	25510.6359890381
"Q96ED9"	83207	22369.052000343
"Q96EE3"	39649	33627.5961282971
"Q96EF6"	31479	18015.0950572354
"Q96EI5"	24647	2596.02316882409
"Q96EK4"	34455	8542.94273319533
"Q96EK7"	103783	6943.25677663387
"Q96EL2"	19015	58015.3155965004
"Q96EM0"	38138	20396.3177935481
"Q96EN8"	98120	27064.719660144
"Q96EP0"	119652	22762.4910005157
"Q96ES7"	33238	29550.9832661354
"Q96EU6"	29823	6717.19973919104
"Q96EV2"	129986	14312.8017547259
"Q96EV8"	39493	27893.8707934028
"Q96EX1"	10799	32006.0352356939
"Q96EX3"	57801	5327.45315320304
"Q96EY5"	28783	29389.3105806862
"Q96EY9"	38071	23174.6059284932
"Q96F24"	32378	24765.0364866906
"Q96F63"	38947	16133.2724386953
"Q96F85"	18648	15633.6487051013
"Q96FC9"	108313	11641.5285438072
"Q96FH0"	13403	11675.8347542108
"Q96FJ0"	49783	10746.6741721867
"Q96FJ2"	10350	12346.7259004127
"Q96FK6"	43215	7258.30115339773
"Q96FN4"	61190	20189.2150474293
"Q96FN9"	18660	25097.800636666
"Q96FS4"	112149	11011.6703161299
"Q96FV9"	75666	25165.5733693746
"Q96FX2"	9240	11909.5851980217
"Q96FX7"	31382	23670.292336293
"Q96G01"	110750	25033.9637826008
"Q96G21"	33757	48041.3439645035
"Q96G25"	29080	9060.27023365068
"Q96G28"	39447	31123.5357029852
"Q96G74"	60626	28490.3521723323
"Q96GC9"	46238	25159.1124628818
"Q96GE6"	21883	18089.9520793571
"Q96GE9"	12257	23645.1796570977
"Q96GI7"	19569	10262.9362068271
"Q96GM5"	58233	34230.2453503527
"Q96GQ5"	51018	17515.7513168361
"Q96GQ7"	89835	38864.8253438558
"Q96GS4"	37226	31404.5783598639
"Q96GW9"	66591	34416.1238636214
"Q96GX2"	10771	36518.2307196715
"Q96GX5"	97319	10174.7592091665
"Q96GZ6"	54767	9397.81904602058
"Q96H12"	32363	11536.2556346073
"Q96H55"	109135	6844.13068502383
"Q96H79"	32962	32645.6662405472
"Q96HA7"	150929	16906.1618569907
"Q96HA8"	23680	7214.78851670623
"Q96HD1"	45440	26034.4467018161
"Q96HJ9"	12749	18191.2743997483
"Q96HN2"	66721	40268.7951471719
"Q96HP0"	229558	4656.25763358432
"Q96HP4"	34854	28767.5790330227
"Q96HQ2"	13196	22087.2499268123
"Q96HR3"	20277	18803.2555084755
"Q96HR8"	53717	17412.306588082
"Q96HV5"	29665	15368.8640362789
"Q96HW7"	108171	19412.7367774157
"Q96I23"	12655	6909.91733152327
"Q96I36"	6600	23632.3334609252
"Q96I59"	54090	57400.3673672444
"Q96II8"	86083	13536.886787336
"Q96IK1"	19196	3189.3543701031
"Q96IV0"	74390	22874.9985391172
"Q96IW7"	34948	7536.66939480564
"Q96IY1"	32162	18386.7215577193
"Q96IY4"	48424	19898.5017165156
"Q96J02"	102803	34814.2599563245
"Q96J42"	39885	24401.1717972449
"Q96J84"	83536	3791.0700694038
"Q96JB2"	94096	25311.0853083795
"Q96JC1"	101809	60502.9635003838
"Q96JH7"	134321	44852.6858705375
"Q96JH8"	117455	50446.0603049799
"Q96JI7"	278868	5650.97817909711
"Q96JJ3"	82615	23836.4368082141
"Q96JM2"	284688	23183.9924717969
"Q96JM3"	89099	73436.0209129726
"Q96JM7"	88337	61802.3042543731
"Q96JP5"	63445	25963.3549098168
"Q96JQ2"	111651	9391.02552359725
"Q96JY6"	37459	28250.6183877003
"Q96JZ2"	39002	1665.31786994353
"Q96K12"	59438	38671.8614975226
"Q96K19"	29815	8104.13020935459
"Q96K21"	51546	8057.89248267502
"Q96K37"	44773	26418.8797153466
"Q96KC2"	20375	9852.01196710843
"Q96KF7"	11059	9746.08129316667
"Q96KG9"	89631	35879.9305842523
"Q96KN2"	56706	20764.3791266827
"Q96KQ7"	132370	26081.0638695051
"Q96KR6"	20424	22946.1616917563
"Q96L34"	82520	9115.40058389178
"Q96L58"	37138	47734.2256194603
"Q96L73"	296652	4177.61901757831
"Q96L91"	343489	14409.0718333794
"Q96L93"	152011	33920.9712691121
"Q96LA8"	41938	16639.7006691448
"Q96LB3"	69239	31786.5115510702
"Q96LD4"	69532	14951.4469475927
"Q96LD8"	24107	7218.88900795307
"Q96LI5"	63001	40540.3403008636
"Q96LJ7"	33909	20637.1249512638
"Q96LL9"	25961	5976.71814514205
"Q96LT7"	54328	7268.26229384701
"Q96LW7"	25589	113114.540107322
"Q96LZ7"	47399	5825.73048109589
"Q96M96"	86626	6717.19973919104
"Q96MC6"	53027	11046.0264950986
"Q96ME1"	88341	43641.9091426946
"Q96ME7"	64682	10395.8773847559
"Q96MF7"	27932	4355.39406043812
"Q96MG7"	34308	11848.6919467467
"Q96MH6"	37425	8591.28851047961
"Q96MN5"	24150	10180.3486840189
"Q96MU7"	84700	9264.51877590999
"Q96MX6"	39740	24938.7925000902
"Q96N16"	73209	12055.1093423366
"Q96NB3"	41999	13525.1237154076
"Q96NC0"	23612	7412.79132829736
"Q96ND0"	30777	30654.8227754644
"Q96NE9"	72044	12253.8963358102
"Q96NT0"	19761	13170.2432987732
"Q96NW4"	116984	12128.55113468
"Q96NY7"	73012	31720.2353480311
"Q96NY8"	55454	28068.3722393095
"Q96P11"	46692	42809.1902379088
"Q96P48"	162192	30110.8897081685
"Q96P53"	45154	6291.30721209501
"Q96PD5"	62217	21471.1686096265
"Q96PE2"	221673	67947.2729224722
"Q96PE3"	109956	18324.1451356855
"Q96PE7"	18749	22149.9642078608
"Q96PM5"	30110	7010.58520426259
"Q96PN7"	132256	14110.815959394
"Q96PU4"	89985	15246.2016053026
"Q96PU5"	111932	35734.8829875515
"Q96PV6"	86129	17789.9328604224
"Q96PY5"	123321	13082.5725194168
"Q96PY6"	142828	61670.8047259748
"Q96Q05"	128530	24666.0744939634
"Q96Q06"	134431	58827.0263856712
"Q96Q15"	410501	4793.56886865461
"Q96Q42"	183634	19802.9546272263
"Q96Q83"	33375	8402.221265414
"Q96Q89"	210629	24526.7666380242
"Q96QA5"	49365	15353.5739627292
"Q96QB1"	170591	10446.895888489
"Q96QD8"	56026	39445.2350393139
"Q96QE2"	70371	9398.97474208439
"Q96QF0"	53021	47739.4031529749
"Q96QG7"	63462	28488.7579220791
"Q96QH2"	79245	48423.0090116947
"Q96R05"	15536	7614.72316938691
"Q96R06"	134422	120827.178757767
"Q96RE7"	57258	31738.980423629
"Q96RF0"	68894	38233.6558977831
"Q96RG2"	142929	7023.35328757468
"Q96RK0"	163820	11969.0200866514
"Q96RL1"	79727	20708.7664248117
"Q96RL7"	360276	31811.5188299759
"Q96RN5"	86753	24559.0231597253
"Q96RQ1"	42549	26840.513860167
"Q96RQ9"	62881	41594.2734692664
"Q96RR4"	64746	17064.1873432656
"Q96RT1"	158298	30209.5326192004
"Q96RT7"	200498	15208.6354461124
"Q96RT8"	118321	10749.2135636231
"Q96RU2"	122491	15301.2240997835
"Q96RU3"	71307	99013.9529506645
"Q96RU7"	39578	71593.5659554421
"Q96RW7"	613390	26959.5021026682
"Q96S15"	101989	79607.2775221803
"Q96S19"	22578	18517.4447918447
"Q96S53"	63639	40726.2996353582
"Q96S82"	40510	27533.7156233935
"Q96S99"	31195	19575.7981980667
"Q96SB3"	89192	27903.603291385
"Q96SB8"	126326	15682.4087583486
"Q96SC8"	53356	11369.183480672
"Q96SI1"	31942	28189.7063404023
"Q96SI9"	73653	59176.4034848463
"Q96SK2"	62922	11964.1957686562
"Q96SN8"	215038	27474.5555007241
"Q96SQ9"	55817	12130.4053838049
"Q96ST8"	89590	5258.18168342807
"Q96SW2"	50546	22161.2741411625
"Q96SY0"	57471	19956.0610133453
"Q96T21"	95462	165645.064999176
"Q96T23"	163821	70040.9862668812
"Q96T37"	107189	46504.610475106
"Q96T58"	402248	22880.3292995507
"Q96T60"	57076	36530.7511472574
"Q96T66"	28322	26955.8210603126
"Q99081"	72965	27116.2391522527
"Q99424"	76827	13410.6173654441
"Q99447"	43835	34155.5076455591
"Q99487"	44036	74816.5739524534
"Q99490"	124674	12455.8602033989
"Q99496"	37655	12796.359274887
"Q99504"	62663	19884.5454724492
"Q99519"	45467	32605.260901167
"Q99547"	19024	24409.6122155335
"Q99550"	133024	22900.8817370812
"Q99558"	104042	7261.35240598458
"Q99569"	131868	9851.06192373057
"Q99570"	153103	64882.5762569749
"Q99590"	164652	20034.2318093933
"Q99595"	18024	26054.7968969957
"Q99611"	47305	27228.3800368308
"Q99613"	105344	37201.0178908494
"Q99618"	28998	17002.7777417483
"Q99633"	39860	41716.8192222802
"Q99638"	42547	10325.9294301193
"Q99640"	54521	19476.166063368
"Q99643"	18610	31401.0753030399
"Q99674"	31905	16391.6023919449
"Q99683"	154537	48013.8354953006
"Q99685"	33261	21637.79127017
"Q99698"	429139	98448.8720410822
"Q99715"	333147	85494.7460124493
"Q99717"	52258	21973.1093981001
"Q99719"	42777	16584.3649679878
"Q99720"	25128	40037.1627940369
"Q99735"	16621	83412.8822032418
"Q99755"	62633	16171.5373377176
"Q99758"	191362	5486.77571551953
"Q99759"	70898	176964.79574544
"Q99766"	24866	11143.6456169872
"Q99795"	35632	13649.6407780551
"Q99828"	21703	6027.50017818126
"Q99836"	33233	8886.86037300826
"Q99856"	62889	14741.5999083245
"Q99871"	40778	24933.759710324
"Q99895"	29484	10026.1226083257
"Q99933"	38779	6849.84632872027
"Q99952"	50482	8022.71475231037
"Q99959"	97415	43760.1124676552
"Q99962"	39962	20414.7209033338
"Q99963"	39285	8432.81689503666
"Q99973"	290490	32870.8423641942
"Q99985"	85207	12611.6989272533
"Q99996"	453667	66177.1471422537
"Q9BPW9"	35227	24862.8802889486
"Q9BPX6"	54351	5357.08273702767
"Q9BPX7"	46451	10690.1178840992
"Q9BPY3"	39499	8507.1034821311
"Q9BPZ3"	14984	17597.4622436365
"Q9BPZ7"	59123	11683.8492005961
"Q9BQ04"	40150	17432.895055575
"Q9BQ15"	22338	18553.08752658
"Q9BQ24"	26506	15699.6908130124
"Q9BQ39"	82565	45398.8384887607
"Q9BQ49"	8631	3202.63254069432
"Q9BQ67"	49419	38737.5768281556
"Q9BQ70"	76667	25446.9344049174
"Q9BQ75"	31884	27420.9569985584
"Q9BQC6"	12266	25003.4648607594
"Q9BQD3"	19668	6682.12896209891
"Q9BQE4"	21163	13643.2082766344
"Q9BQG2"	52076	27302.4503747055
"Q9BQI3"	71106	10749.0926582533
"Q9BQS8"	166983	45227.1976873281
"Q9BQT8"	33303	13328.0399140522
"Q9BR61"	31151	37162.1871176638
"Q9BRA0"	13514	15537.0029330362
"Q9BRD0"	70521	46554.0660518403
"Q9BRF8"	35548	22672.9943680026
"Q9BRJ7"	23338	12328.4961998674
"Q9BRK0"	28261	16488.802802236
"Q9BRL6"	32288	29199.0772223683
"Q9BRQ0"	41244	8209.06773544001
"Q9BRQ8"	40527	21351.32447067
"Q9BRR9"	83260	16399.2711733963
"Q9BRV8"	23721	55038.8914106299
"Q9BRX9"	34343	31189.5531504833
"Q9BRZ2"	81488	10751.1478044294
"Q9BS16"	31655	9233.97426109308
"Q9BS92"	28313	12395.2983254146
"Q9BSB4"	25003	26196.2910481724
"Q9BSC4"	80302	24821.0610960814
"Q9BSE5"	37660	26368.4531089823
"Q9BSF4"	29233	27520.1584944965
"Q9BSG0"	21042	6485.77825263352
"Q9BSH5"	28000	37838.3919797296
"Q9BSJ6"	27480	15192.672650577
"Q9BSL1"	45338	9687.05921653507
"Q9BSQ5"	48837	5230.94845396711
"Q9BSR8"	27083	26497.7916100568
"Q9BST9"	62667	27210.667851887
"Q9BSY4"	12395	2168.59965822833
"Q9BSY9"	21444	25821.5269334484
"Q9BT17"	37237	43748.0008118975
"Q9BT23"	14070	4317.5354385142
"Q9BT25"	44857	30840.2542158196
"Q9BT30"	24516	14128.1662013569
"Q9BTC8"	67504	35150.1457915778
"Q9BTF0"	56433	15100.9719481276
"Q9BTN0"	66260	19993.8693661338
"Q9BTT4"	15688	16531.2437981756
"Q9BTT6"	59242	76808.9077866113
"Q9BTV6"	50575	13205.5560502289
"Q9BTZ2"	29537	31867.4682672563
"Q9BU02"	25566	19983.1373947643
"Q9BU76"	29412	43772.2384780385
"Q9BUB5"	51342	12175.5126621769
"Q9BUB7"	28969	36156.6043882857
"Q9BUE0"	23663	11047.3091826799
"Q9BUE6"	14179	39213.5412860764
"Q9BUK6"	61835	70404.9885425419
"Q9BUL5"	43818	20495.0542951664
"Q9BUL9"	20632	22137.5793963423
"Q9BUM1"	38735	21472.8597543832
"Q9BUP0"	26928	14598.4520395519
"Q9BUR4"	59309	16997.9049520341
"Q9BUT1"	26724	42972.747724505
"Q9BUT9"	17828	6133.76121895945
"Q9BUV8"	15487	23491.8681714922
"Q9BV10"	54655	15908.8073577844
"Q9BV19"	21877	22528.9809503378
"Q9BV23"	38331	3896.45275679367
"Q9BV36"	65949	67158.4744222085
"Q9BV68"	35585	27464.5512084274
"Q9BV73"	281137	46716.9861250237
"Q9BV94"	64753	24655.3367343618
"Q9BVA0"	72334	14112.6702465931
"Q9BVA1"	49953	53389.3623895648
"Q9BVC3"	44825	8725.60413601711
"Q9BVC4"	35876	31045.509392168
"Q9BVG9"	56253	22044.4223647033
"Q9BVJ6"	87978	51813.0059613905
"Q9BVK8"	25261	9189.31882443254
"Q9BVL4"	73489	40078.09228403
"Q9BVM4"	17329	6138.59119579116
"Q9BVQ7"	80710	21433.3858946791
"Q9BVS4"	63283	49270.8678224027
"Q9BVS5"	52965	7393.16763262637
"Q9BVW5"	34555	21707.0432120999
"Q9BW30"	18985	15981.0682645639
"Q9BW60"	32663	24872.6644559341
"Q9BW61"	11835	26689.8103209681
"Q9BW62"	55392	11870.2372083221
"Q9BW71"	61957	43163.0129822989
"Q9BW72"	11529	13289.0516461816
"Q9BWE0"	63575	19390.6844576466
"Q9BWG4"	39388	5627.94934904616
"Q9BWH6"	152755	34334.531730423
"Q9BWM7"	35979	29176.1759642892
"Q9BWT6"	23753	17883.2939025213
"Q9BWU1"	56802	39259.9339013025
"Q9BWW4"	40421	9024.538749536
"Q9BX40"	42071	12186.8828871332
"Q9BX63"	140878	7180.63451313736
"Q9BX66"	142513	19982.1807097074
"Q9BX67"	35020	18494.4961192446
"Q9BX69"	116468	16855.0476942415
"Q9BX95"	49108	16669.9471168736
"Q9BX97"	50594	25185.3340091825
"Q9BXA7"	41618	37828.0387242996
"Q9BXB1"	104475	14784.3926326557
"Q9BXB5"	83970	14037.651114265
"Q9BXD5"	35163	1666.74923278201
"Q9BXF6"	70415	10765.1572770735
"Q9BXI6"	57118	15189.3092280121
"Q9BXJ8"	40610	4598.98359454472
"Q9BXM0"	154905	2540.37376736762
"Q9BXN1"	43417	44892.0086708034
"Q9BXP2"	96110	31766.3086844265
"Q9BXR6"	64419	32822.6289326873
"Q9BXV9"	10859	32460.7744748573
"Q9BXW6"	108470	18606.4112802342
"Q9BY41"	41758	9936.08447698784
"Q9BY49"	32544	28715.4479460346
"Q9BY50"	21542	18447.0079493861
"Q9BY77"	46089	14347.7357451439
"Q9BY89"	196711	6849.62661316493
"Q9BYB4"	35618	51510.8694028435
"Q9BYC5"	66516	31135.3191632997
"Q9BYC8"	21405	26700.9974869722
"Q9BYG3"	34222	15189.4621322739
"Q9BYG4"	40883	2995.16242195369
"Q9BYG5"	41182	31360.9283213201
"Q9BYI3"	57625	4275.12989056894
"Q9BYJ9"	60874	15069.1073789544
"Q9BYM8"	57572	21899.0877434166
"Q9BYN0"	14259	31092.5278823144
"Q9BYV1"	57156	23548.0935257112
"Q9BYW2"	287597	62801.924208649
"Q9BYX2"	105414	8561.93217584825
"Q9BYX4"	116689	3902.48016231832
"Q9BZ23"	62681	15302.4354328105
"Q9BZ29"	236446	33034.0384262302
"Q9BZ67"	51218	11773.8893432207
"Q9BZ95"	161613	3273.22436258636
"Q9BZE2"	55647	8606.24163815542
"Q9BZF3"	106306	45920.86292482
"Q9BZF9"	162505	110607.095317399
"Q9BZG8"	48805	32394.8365449278
"Q9BZK3"	23306	101047.359291251
"Q9BZK7"	55595	34718.5770734988
"Q9BZL1"	8547	50245.6629917713
"Q9BZL4"	84881	6114.39069723124
"Q9BZL6"	96750	47231.0547223022
"Q9BZQ6"	104664	51471.9190772149
"Q9BZQ8"	103135	46261.3633964386
"Q9BZR8"	36598	28984.3113861959
"Q9BZV1"	49754	31608.323415043
"Q9C002"	9617	18450.1394834039
"Q9C004"	32541	10694.3794513123
"Q9C026"	79177	15179.6721429886
"Q9C037"	57461	104554.196316172
"Q9C040"	81530	9772.19232058587
"Q9C073"	48319	136706.393707558
"Q9C086"	38637	55068.0179883592
"Q9C0B0"	88084	14825.2850100494
"Q9C0B5"	77545	9922.2499617943
"Q9C0B7"	120748	6859.94316358487
"Q9C0C2"	181796	74848.604718482
"Q9C0C4"	92623	53867.8066895349
"Q9C0C7"	142507	4949.92729474367
"Q9C0D3"	83921	91691.3566790314
"Q9C0D5"	202219	49959.916141071
"Q9C0D9"	45229	17894.8648359625
